username,bio,followers,following,posts,account_age_days,has_profile_pic,verified,digits_in_username,username_len,numeric_ratio,special_chars,bio_len,contains_link,contains_offer,contains_money,label
ishamehta,Helping startups grow. Ex-Product Manager. Open to connect,20,30,55,1136,1,0,0,9,0.0,0,58,0,0,0,0
ffkbpodtgo6505,Click link to win free iPhone!!!,3,134,6,42,0,0,4,14,0.2857142857142857,0,32,0,1,0,1
rahulkumar,Software dev. Open to collaborations.,1553,53,41,1851,1,0,0,10,0.0,0,37,0,0,0,0
ravipatel,I love programming and hiking.,146,416,62,1538,1,0,0,9,0.0,0,30,0,0,0,0
isha_singh,Foodie. Runner. Occasional poet.,65,79,140,2355,1,0,0,10,0.0,1,32,0,0,0,0
xxhzye6fx,DM for offers. Limited time. Visit my site #giveaway,13,603,8,1,0,0,1,9,0.1111111111111111,0,52,0,1,0,1
sara.singh,Teaching coding to kids.,182,163,173,1706,0,0,0,10,0.0,1,24,0,0,0,0
tushargupta,Software dev. Open to collaborations.,383,53,553,805,1,0,0,11,0.0,0,37,0,0,0,0
uvoyfmmt9782,Click link to win free iPhone!!! https://tiny.one/deal,54,301,3,1,0,0,4,12,0.3333333333333333,0,54,1,1,0,1
bfahww115,Official reseller contact now visit my page #promo,28,262,25,137,0,0,3,9,0.3333333333333333,0,50,0,0,0,1
mohitsingh,I love programming and hiking. Always learning,64,345,59,2400,1,0,0,10,0.0,0,46,0,0,1,0
priyakumar,Student | CSE | Learning every day Loves music,294,73,73,953,1,0,0,10,0.0,0,46,0,0,1,0
fglltzykhy4650,Work from home earn $$$ daily #offer,18,451,8,271,0,0,4,14,0.2857142857142857,0,36,0,1,1,1
ishasingh,I love programming and hiking. Loves music,47,74,37,2494,1,1,0,9,0.0,0,42,0,0,0,0
manish.agarwal,Photographer. Traveler. Mom of two.,148,145,106,620,1,0,0,14,0.0,1,35,0,0,0,0
tmnsws8562,"Get likes instantly, guaranteed results https://tiny.one/deal #giveaway",146,209,7,277,0,0,4,10,0.4,0,71,1,1,0,1
priya.das,Engineer. Coffee lover. Building stuff.,346,327,71,1607,1,0,0,9,0.0,1,39,0,0,0,0
_pibw1ja8h,"Best crypto signals, 100% profit #offer",72,17,35,198,1,0,2,10,0.2,1,39,0,1,1,1
techbot307,Click link to win free iPhone!!!,74,553,28,84,0,0,3,10,0.3,0,32,0,1,0,1
anand.kaushal,Photographer. Traveler. Mom of two.,20,123,7,1482,1,0,0,13,0.0,1,35,0,0,0,0
amitmehta,Student | CSE | Learning every day Open to connect,104,176,55,1955,1,0,0,9,0.0,0,50,0,0,1,0
sarapatel,Engineer. Coffee lover. Building stuff.,163,460,12,1635,1,0,0,9,0.0,0,39,0,0,0,0
alexreal621,Official reseller contact now http://bit.ly/offer #promo,91,881,7,1,0,0,3,11,0.2727272727272727,0,56,1,1,0,1
officialsam968,"Get likes instantly, guaranteed results contact now",83,890,8,1,0,0,3,14,0.21428571428571427,0,51,0,0,0,1
manish.yadav,Teaching coding to kids.,269,29,94,1884,1,0,0,12,0.0,1,24,0,0,0,0
xx5k1r2td8y,Buy followers cheap. Get verified now! http://bit.ly/offer,9,783,7,500,0,0,4,11,0.36363636363636365,0,58,1,1,0,1
bidkevx5242,DM for offers. Limited time. Visit my site,7,274,1,1,0,0,4,11,0.36363636363636365,0,42,0,1,0,1
rahulagarwal,Helping startups grow. Ex-Product Manager. Loves music,572,314,87,94,1,0,0,12,0.0,0,54,0,0,0,0
lifesam486,Official reseller contact now,64,420,8,378,1,0,3,10,0.3,0,29,0,0,0,1
storeanna859,Click link to win free iPhone!!!,48,481,22,442,0,0,3,12,0.25,0,32,0,1,0,1
amit.kumar,Photographer. Traveler. Mom of two. Based in India,145,406,26,937,1,0,0,10,0.0,1,50,0,0,0,0
amitverma,Student | CSE | Learning every day Always learning,40,183,70,1838,1,1,0,9,0.0,0,50,0,0,1,0
ofuwlmrt6062,Work from home earn $$$ daily,84,281,22,1,0,0,4,12,0.3333333333333333,0,29,0,0,1,1
priya.patel,Foodie. Runner. Occasional poet.,147,186,160,669,1,0,0,11,0.0,1,32,0,0,0,0
officialanna828,Official reseller contact now http://bit.ly/offer,43,2213,23,49,0,0,3,15,0.2,0,49,1,1,0,1
saragupta,Teaching coding to kids.,44,149,109,885,1,0,0,9,0.0,0,24,0,0,0,0
neha.patel,Engineer. Coffee lover. Building stuff. Loves music,256,273,532,223,1,0,0,10,0.0,1,51,0,0,0,0
priyasingh,I love programming and hiking.,58,157,120,554,1,1,0,10,0.0,0,30,0,0,0,0
sara.agarwal,I love programming and hiking.,77,248,198,1152,1,0,0,12,0.0,1,30,0,0,0,0
manishsingh,Design enthusiast. Likes cats and coffee.,662,146,64,980,1,0,0,11,0.0,0,41,0,0,0,0
zpfntwiuirwx159,Official reseller contact now visit my page #offer,14,139,2,83,0,0,3,15,0.2,0,50,0,1,0,1
ravichauhan,Teaching coding to kids.,456,8,55,1180,1,0,0,11,0.0,0,24,0,0,0,0
arpita.gupta,Student | CSE | Learning every day,255,105,49,1890,1,0,0,12,0.0,1,34,0,0,1,0
rahul.yadav,Photographer. Traveler. Mom of two. Based in India,1094,85,5,678,1,0,0,11,0.0,1,50,0,0,0,0
neha.gupta,Teaching coding to kids.,11,284,120,1755,1,0,0,10,0.0,1,24,0,0,0,0
ravi.kaushal,Engineer. Coffee lover. Building stuff.,714,434,232,1997,1,0,0,12,0.0,1,39,0,0,0,0
xx30pgnh,"Best crypto signals, 100% profit contact now",32,184,14,837,1,0,2,8,0.25,0,44,0,0,1,1
johnnews384,Click link to win free iPhone!!!,10,533,12,113,1,0,3,11,0.2727272727272727,0,32,0,1,0,1
ravi.chauhan,Photographer. Traveler. Mom of two.,290,54,85,1491,1,0,0,12,0.0,1,35,0,0,0,0
news29890,Buy followers cheap. Get verified now! http://bit.ly/offer #promo,33,127,0,15,0,0,5,9,0.5555555555555556,0,65,1,1,0,1
_rz056mw7b,"Best crypto signals, 100% profit contact now",56,120,91,1,1,0,4,10,0.4,1,44,0,0,1,1
nnbsyswmqymq3256,"Get likes instantly, guaranteed results",53,160,34,187,1,0,4,16,0.25,0,39,0,0,0,1
bot48091,Official reseller contact now #offer,18,2221,18,482,0,0,5,8,0.625,0,36,0,1,0,1
neha_das,Software dev. Open to collaborations. Based in India,319,43,66,547,1,0,0,8,0.0,1,52,0,0,0,0
priyakumar,Design enthusiast. Likes cats and coffee. Open to connect,91,190,63,397,1,0,0,10,0.0,0,57,0,0,0,0
lifealex146,"Get likes instantly, guaranteed results http://bit.ly/offer #giveaway",26,108,65,1,0,0,3,11,0.2727272727272727,0,69,1,1,0,1
neha.agarwal,Student | CSE | Learning every day,50,489,83,142,1,0,0,12,0.0,1,34,0,0,1,0
anand_verma,Foodie. Runner. Occasional poet.,302,231,94,719,1,0,0,11,0.0,1,32,0,0,0,0
rahulpatel,Design enthusiast. Likes cats and coffee.,17,501,589,2774,1,0,0,10,0.0,0,41,0,0,0,0
amit.sharma,I love programming and hiking. Open to connect,179,77,12,244,1,0,0,11,0.0,1,46,0,0,0,0
mohit.yadav,Teaching coding to kids.,182,341,2,1981,1,0,0,11,0.0,1,24,0,0,0,0
tushar.mehta,Photographer. Traveler. Mom of two.,73,40,221,1368,1,0,0,12,0.0,1,35,0,0,0,0
johnnews312,Work from home earn $$$ daily,14,106,9,388,1,0,3,11,0.2727272727272727,0,29,0,0,1,1
arpita_verma,Photographer. Traveler. Mom of two. Open to connect,289,104,114,978,1,0,0,12,0.0,1,51,0,0,0,0
rahul.agarwal,Photographer. Traveler. Mom of two.,923,24,34,959,1,0,0,13,0.0,1,35,0,0,0,0
newsreal631,DM for offers. Limited time. Visit my site http://bit.ly/offer #free,27,25,21,17,1,0,3,11,0.2727272727272727,0,68,1,1,0,1
priyasharma,Engineer. Coffee lover. Building stuff.,24,11,99,1130,1,0,0,11,0.0,0,39,0,0,0,0
fqvxbormc1081,Official reseller contact now https://tiny.one/deal #giveaway,22,3096,15,262,0,0,4,13,0.3076923076923077,0,61,1,1,0,1
arpita_gupta,Software dev. Open to collaborations.,141,97,32,30,1,0,0,12,0.0,1,37,0,0,0,0
john42164,Buy followers cheap. Get verified now! contact now #giveaway,15,87,7,269,0,0,5,9,0.5555555555555556,0,60,0,1,0,1
storestore680,Click link to win free iPhone!!! #promo,35,30,3,118,0,0,3,13,0.23076923076923078,0,39,0,1,0,1
sarachauhan,Software dev. Open to collaborations.,19,236,9,1718,1,0,0,11,0.0,0,37,0,0,0,0
amit.das,Design enthusiast. Likes cats and coffee. Loves music,402,277,157,871,1,0,0,8,0.0,1,53,0,0,0,0
_xjo4u1,DM for offers. Limited time. Visit my site #promo,64,73,8,169,0,0,2,7,0.2857142857142857,1,49,0,1,0,1
ananddas,Software dev. Open to collaborations.,858,139,513,1161,1,0,0,8,0.0,0,37,0,0,0,0
shopanna54,Work from home earn $$$ daily http://bit.ly/offer,3,497,1,1,1,0,2,10,0.2,0,49,1,1,1,1
official22516,"Best crypto signals, 100% profit",9,149,27,180,0,0,5,13,0.38461538461538464,0,32,0,0,1,1
bkrymm4771,"Get likes instantly, guaranteed results contact now",7,17,10,21,1,0,4,10,0.4,0,51,0,0,0,1
xib6sqkah,"Best crypto signals, 100% profit #promo",194,58,2,1,1,0,1,9,0.1111111111111111,0,39,0,0,1,1
manish.patel,Helping startups grow. Ex-Product Manager.,378,44,92,2075,1,0,0,12,0.0,1,42,0,0,0,0
udkvyovxytb3416,Work from home earn $$$ daily http://bit.ly/offer,15,300,29,128,0,0,4,15,0.26666666666666666,0,49,1,1,1,1
sqqxzp1097,Buy followers cheap. Get verified now! contact now,131,153,5,580,1,0,4,10,0.4,0,50,0,1,0,1
zlupyps2255,Work from home earn $$$ daily visit my page #promo,47,485,0,1,0,0,4,11,0.36363636363636365,0,50,0,0,1,1
xxbqt8,DM for offers. Limited time. Visit my site,68,825,16,510,0,0,1,6,0.16666666666666666,0,42,0,1,0,1
mohitmehta,Helping startups grow. Ex-Product Manager.,10,202,207,1016,1,0,0,10,0.0,0,42,0,0,0,0
xnn8urh0eb,"Best crypto signals, 100% profit",168,176,5,1,0,0,2,10,0.2,0,32,0,0,1,1
botshop535,Buy followers cheap. Get verified now! #offer,11,409,59,1,0,0,3,10,0.3,0,45,0,1,0,1
anandchauhan,Software dev. Open to collaborations.,305,196,136,1892,1,0,0,12,0.0,0,37,0,0,0,0
mohityadav,Engineer. Coffee lover. Building stuff.,52,201,84,1224,1,0,0,10,0.0,0,39,0,0,0,0
priya.yadav,Foodie. Runner. Occasional poet.,1360,86,505,903,1,0,0,11,0.0,1,32,0,0,0,0
dot5eia2,Work from home earn $$$ daily http://bit.ly/offer #offer,5,659,2,254,1,0,2,8,0.25,0,56,1,1,1,1
nbbidodvxmam9514,Official reseller contact now contact now #free,44,746,19,1,1,0,4,16,0.25,0,47,0,1,0,1
isha.yadav,Photographer. Traveler. Mom of two.,270,486,90,739,1,0,0,10,0.0,1,35,0,0,0,0
sara_kumar,Design enthusiast. Likes cats and coffee. Always learning,153,249,6,825,1,0,0,10,0.0,1,57,0,0,1,0
store91618,"Best crypto signals, 100% profit contact now",6,56,17,1,0,0,5,10,0.5,0,44,0,0,1,1
amitmehta,Software dev. Open to collaborations.,269,286,60,795,1,0,0,9,0.0,0,37,0,0,0,0
nehachauhan,Student | CSE | Learning every day Always learning,258,20,410,1227,1,0,0,11,0.0,0,50,0,0,1,0
technews374,Work from home earn $$$ daily visit my page #free,4,1127,31,1,0,0,3,11,0.2727272727272727,0,49,0,1,1,1
rahulkaushal,Teaching coding to kids. Based in India,1076,187,110,30,1,0,0,12,0.0,0,39,0,0,0,0
sara.yadav,Foodie. Runner. Occasional poet.,189,201,405,1519,1,0,0,10,0.0,1,32,0,0,0,0
storesam513,"Get likes instantly, guaranteed results #promo",45,972,39,1,0,0,3,11,0.2727272727272727,0,46,0,0,0,1
cyaclmkybea4095,Official reseller contact now,51,295,1,179,1,0,4,15,0.26666666666666666,0,29,0,0,0,1
sara.patel,Photographer. Traveler. Mom of two. Based in India,142,1025,7,1877,1,0,0,10,0.0,1,50,0,0,0,0
ravidas,Student | CSE | Learning every day Loves music,313,168,184,1590,1,0,0,7,0.0,0,46,0,0,1,0
tushar.agarwal,Student | CSE | Learning every day,168,19,492,2701,1,0,0,14,0.0,1,34,0,0,1,0
scuisokw5301,Click link to win free iPhone!!!,37,28,61,1,1,0,4,12,0.3333333333333333,0,32,0,1,0,1
_9f8xg6kha,Click link to win free iPhone!!! https://tiny.one/deal,78,80,79,40,0,0,3,10,0.3,1,54,1,1,0,1
manish.agarwal,Engineer. Coffee lover. Building stuff.,283,22,123,2567,1,0,0,14,0.0,1,39,0,0,0,0
news74215,DM for offers. Limited time. Visit my site contact now #offer,3,393,16,213,1,0,5,9,0.5555555555555556,0,61,0,1,0,1
life13712,DM for offers. Limited time. Visit my site #giveaway,14,1096,17,288,0,0,5,9,0.5555555555555556,0,52,0,1,0,1
_7gdxq4wb,DM for offers. Limited time. Visit my site,46,92,39,54,0,0,2,9,0.2222222222222222,1,42,0,1,0,1
annaguru778,Buy followers cheap. Get verified now!,98,335,3,201,0,0,3,11,0.2727272727272727,0,38,0,1,0,1
tusharpatel,Teaching coding to kids. Loves music,331,230,50,274,1,0,0,11,0.0,0,36,0,0,0,0
qxssqpi4928,Click link to win free iPhone!!!,10,248,65,1,0,0,4,11,0.36363636363636365,0,32,0,1,0,1
sara.kaushal,I love programming and hiking.,433,77,454,689,1,0,0,12,0.0,1,30,0,0,0,0
arpitapatel,Teaching coding to kids.,189,105,39,2868,1,0,0,11,0.0,0,24,0,0,0,0
sam37329,Work from home earn $$$ daily,24,375,15,1,1,0,5,8,0.625,0,29,0,0,1,1
neha_kumar,Design enthusiast. Likes cats and coffee. Always learning,378,172,489,2214,1,0,0,10,0.0,1,57,0,0,1,0
sara.gupta,Student | CSE | Learning every day,145,462,257,2322,1,0,0,10,0.0,1,34,0,0,1,0
dotqblz,Official reseller contact now visit my page,4,1500,2,474,0,0,0,7,0.0,0,43,0,0,0,1
xxhcu63ji,"Best crypto signals, 100% profit https://tiny.one/deal",41,200,11,336,1,0,2,9,0.2222222222222222,0,54,1,0,1,1
ravisingh,Engineer. Coffee lover. Building stuff.,183,880,134,1369,1,0,0,9,0.0,0,39,0,0,0,0
sara_agarwal,Photographer. Traveler. Mom of two. Open to connect,52,42,188,1177,1,0,0,12,0.0,1,51,0,0,0,0
botguru42,DM for offers. Limited time. Visit my site,8,283,27,1,0,0,2,9,0.2222222222222222,0,42,0,1,0,1
manish.gupta,Foodie. Runner. Occasional poet. Always learning,184,35,43,705,1,0,0,12,0.0,1,48,0,0,1,0
samtech452,Official reseller contact now #offer,43,467,1,42,1,0,3,10,0.3,0,36,0,1,0,1
jwqenf4848,"Get likes instantly, guaranteed results",25,267,8,1,0,0,4,10,0.4,0,39,0,0,0,1
xtb9o4,Buy followers cheap. Get verified now!,26,798,3,322,1,0,2,6,0.3333333333333333,0,38,0,1,0,1
guru78219,"Best crypto signals, 100% profit http://bit.ly/offer",48,352,7,215,1,0,5,9,0.5555555555555556,0,52,1,1,1,1
dottmpdje8ef,"Get likes instantly, guaranteed results",32,550,32,611,1,0,1,12,0.08333333333333333,0,39,0,0,0,1
qielkrjzbn5293,Buy followers cheap. Get verified now! visit my page,179,496,41,100,0,0,4,14,0.2857142857142857,0,52,0,1,0,1
ravidas,Engineer. Coffee lover. Building stuff.,72,19,113,1170,1,0,0,7,0.0,0,39,0,0,0,0
priyaagarwal,I love programming and hiking.,412,106,166,30,1,0,0,12,0.0,0,30,0,0,0,0
john50887,"Get likes instantly, guaranteed results #offer",17,241,8,1,0,0,5,9,0.5555555555555556,0,46,0,1,0,1
znqeau7617,Work from home earn $$$ daily http://bit.ly/offer,51,61,1,274,1,0,4,10,0.4,0,49,1,1,1,1
neha.patel,Foodie. Runner. Occasional poet.,168,33,79,2811,1,0,0,10,0.0,1,32,0,0,0,0
xxilzf4q,Official reseller contact now https://tiny.one/deal #free,77,1101,24,152,0,0,1,8,0.125,0,57,1,1,0,1
newsbot574,"Get likes instantly, guaranteed results",13,189,4,1,0,0,3,10,0.3,0,39,0,0,0,1
rahulsingh,Photographer. Traveler. Mom of two. Open to connect,448,209,141,274,1,0,0,10,0.0,0,51,0,0,0,0
amitgupta,I love programming and hiking.,176,200,151,1790,1,0,0,9,0.0,0,30,0,0,0,0
arpita.singh,Student | CSE | Learning every day,470,67,220,2724,1,0,0,12,0.0,1,34,0,0,1,0
nehamehta,Teaching coding to kids. Based in India,182,593,29,664,1,0,0,9,0.0,0,39,0,0,0,0
ishakaushal,Photographer. Traveler. Mom of two. Loves music,337,171,28,906,1,0,0,11,0.0,0,47,0,0,0,0
rahul.kaushal,Engineer. Coffee lover. Building stuff. Loves music,1150,252,43,878,1,0,0,13,0.0,1,51,0,0,0,0
tfbivcpgcez8784,"Best crypto signals, 100% profit contact now",44,381,37,328,1,0,4,15,0.26666666666666666,0,44,0,0,1,1
gtdoncnjc9540,"Get likes instantly, guaranteed results #promo",11,511,0,258,0,0,4,13,0.3076923076923077,0,46,0,0,0,1
mohit.gupta,I love programming and hiking.,21,250,3,2131,0,0,0,11,0.0,1,30,0,0,0,0
ananddas,Photographer. Traveler. Mom of two. Always learning,143,9,187,1418,1,0,0,8,0.0,0,51,0,0,1,0
_mb30i,"Best crypto signals, 100% profit https://tiny.one/deal",132,631,17,1,0,0,2,6,0.3333333333333333,1,54,1,0,1,1
gurulife458,Official reseller contact now #free,97,314,15,325,1,0,3,11,0.2727272727272727,0,35,0,1,0,1
ecfhaknrqk5858,Work from home earn $$$ daily https://tiny.one/deal,70,755,20,399,1,0,4,14,0.2857142857142857,0,51,1,0,1,1
guruguru416,"Get likes instantly, guaranteed results https://tiny.one/deal",5,158,0,477,0,0,3,11,0.2727272727272727,0,61,1,0,0,1
arpita.agarwal,Design enthusiast. Likes cats and coffee.,44,115,23,1132,1,0,0,14,0.0,1,41,0,0,0,0
sara_sharma,Helping startups grow. Ex-Product Manager.,512,324,436,1085,1,0,0,11,0.0,1,42,0,0,0,0
x0cfdfy,Buy followers cheap. Get verified now! contact now #promo,300,1870,10,348,1,0,1,7,0.14285714285714285,0,57,0,1,0,1
waemkk167,Buy followers cheap. Get verified now! #free,17,820,15,1,0,0,3,9,0.3333333333333333,0,44,0,1,0,1
priyapatel,Foodie. Runner. Occasional poet.,473,64,106,1726,1,0,0,10,0.0,0,32,0,0,0,0
anand.kumar,Photographer. Traveler. Mom of two.,93,551,245,1276,1,0,0,11,0.0,1,35,0,0,0,0
mohitkumar,Foodie. Runner. Occasional poet.,393,309,139,624,0,0,0,10,0.0,0,32,0,0,0,0
priya_kumar,Design enthusiast. Likes cats and coffee.,603,258,35,725,1,0,0,11,0.0,1,41,0,0,0,0
anandagarwal,I love programming and hiking. Based in India,286,118,25,30,1,0,0,12,0.0,0,45,0,0,0,0
mohitkumar,Student | CSE | Learning every day,30,125,133,1408,1,0,0,10,0.0,0,34,0,0,1,0
inkynaw4520,Work from home earn $$$ daily contact now,2,257,5,20,1,0,4,11,0.36363636363636365,0,41,0,0,1,1
_7ajm,DM for offers. Limited time. Visit my site contact now,81,289,3,10,0,0,1,5,0.2,1,54,0,1,0,1
xpu97,Official reseller contact now https://tiny.one/deal #free,5,176,31,1,0,0,2,5,0.4,0,57,1,1,0,1
botanna689,"Get likes instantly, guaranteed results contact now",25,405,0,1,1,0,3,10,0.3,0,51,0,0,0,1
iwjyezi8928,"Best crypto signals, 100% profit contact now #offer",49,251,0,459,0,0,4,11,0.36363636363636365,0,51,0,1,1,1
sara_gupta,Engineer. Coffee lover. Building stuff. Based in India,297,83,113,1984,1,0,0,10,0.0,1,54,0,0,0,0
arpitayadav,Engineer. Coffee lover. Building stuff.,146,241,131,1381,1,0,0,11,0.0,0,39,0,0,0,0
ravi.gupta,I love programming and hiking. Open to connect,348,92,312,668,1,0,0,10,0.0,1,46,0,0,0,0
tushar.kumar,Foodie. Runner. Occasional poet.,555,38,351,2557,1,0,0,12,0.0,1,32,0,0,0,0
saraverma,Photographer. Traveler. Mom of two.,504,140,76,841,1,0,0,9,0.0,0,35,0,0,0,0
ishasharma,Student | CSE | Learning every day,741,52,44,1962,1,0,0,10,0.0,0,34,0,0,1,0
amitgupta,Software dev. Open to collaborations.,838,49,299,906,1,0,0,9,0.0,0,37,0,0,0,0
fykquhfmhb4824,Official reseller contact now contact now,14,1764,18,2,0,0,4,14,0.2857142857142857,0,41,0,0,0,1
ishayadav,Student | CSE | Learning every day,437,50,521,907,1,0,0,9,0.0,0,34,0,0,1,0
ishakaushal,Engineer. Coffee lover. Building stuff.,303,235,36,1449,1,0,0,11,0.0,0,39,0,0,0,0
store71428,DM for offers. Limited time. Visit my site,99,1567,2,319,0,0,5,10,0.5,0,42,0,1,0,1
rahuldas,Teaching coding to kids. Loves music,30,325,301,30,1,0,0,8,0.0,0,36,0,0,0,0
arpitakumar,Software dev. Open to collaborations. Always learning,317,72,40,2110,1,0,0,11,0.0,0,53,0,0,1,0
botbot824,DM for offers. Limited time. Visit my site visit my page,33,121,13,432,0,0,3,9,0.3333333333333333,0,56,0,1,0,1
annabot566,Work from home earn $$$ daily visit my page,128,1469,22,1,0,0,3,10,0.3,0,43,0,0,1,1
_3n6m,Buy followers cheap. Get verified now!,11,20,3,87,0,0,2,5,0.4,1,38,0,1,0,1
nehaverma,Foodie. Runner. Occasional poet.,579,125,162,1616,1,0,0,9,0.0,0,32,0,0,0,0
sara.verma,Foodie. Runner. Occasional poet. Loves music,10,57,85,324,1,0,0,10,0.0,1,44,0,0,0,0
mzfxkqqumzvl8575,Work from home earn $$$ daily,72,226,34,230,0,0,4,16,0.25,0,29,0,0,1,1
x2c7mibp9,"Get likes instantly, guaranteed results",5,569,6,1,0,0,3,9,0.3333333333333333,0,39,0,0,0,1
mohitsingh,Software dev. Open to collaborations.,328,544,3,2246,1,0,0,10,0.0,0,37,0,0,0,0
acjuep6876,Work from home earn $$$ daily contact now,0,735,20,84,0,0,4,10,0.4,0,41,0,0,1,1
neha.patel,Photographer. Traveler. Mom of two.,12,42,82,30,1,0,0,10,0.0,1,35,0,0,0,0
xxgu815b,Work from home earn $$$ daily contact now #promo,89,326,17,1,1,0,3,8,0.375,0,48,0,0,1,1
xkz3af3t81,Official reseller contact now,60,989,4,323,1,0,4,10,0.4,0,29,0,0,0,1
isha.gupta,Teaching coding to kids.,132,780,613,658,1,1,0,10,0.0,1,24,0,0,0,0
ravi.yadav,Photographer. Traveler. Mom of two.,174,192,344,30,1,0,0,10,0.0,1,35,0,0,0,0
storeguru669,"Get likes instantly, guaranteed results",20,948,1,101,0,0,3,12,0.25,0,39,0,0,0,1
sarakumar,Engineer. Coffee lover. Building stuff. Always learning,18,99,340,726,1,0,0,9,0.0,0,55,0,0,1,0
anandchauhan,Design enthusiast. Likes cats and coffee. Loves music,82,244,54,1258,1,0,0,12,0.0,0,53,0,0,0,0
johnalex734,Work from home earn $$$ daily,90,263,19,1,0,0,3,11,0.2727272727272727,0,29,0,0,1,1
mohit.mehta,Foodie. Runner. Occasional poet.,690,311,32,1211,0,0,0,11,0.0,1,32,0,0,0,0
bot64096,"Get likes instantly, guaranteed results http://bit.ly/offer #promo",68,341,2,623,0,0,5,8,0.625,0,66,1,1,0,1
official51072,Official reseller contact now https://tiny.one/deal,42,338,14,1,1,0,5,13,0.38461538461538464,0,51,1,0,0,1
guru97402,Official reseller contact now #promo,36,366,60,1,1,0,5,9,0.5555555555555556,0,36,0,0,0,1
mohitpatel,Photographer. Traveler. Mom of two. Open to connect,314,64,113,2367,0,0,0,10,0.0,0,51,0,0,0,0
xad4zn573v,Buy followers cheap. Get verified now! https://tiny.one/deal,44,97,0,498,0,0,4,10,0.4,0,60,1,1,0,1
shopalex775,Official reseller contact now,20,278,1,1,1,0,3,11,0.2727272727272727,0,29,0,0,0,1
guru61406,"Get likes instantly, guaranteed results",122,83,1,419,1,0,5,9,0.5555555555555556,0,39,0,0,0,1
life61233,"Best crypto signals, 100% profit contact now",32,104,55,92,1,0,5,9,0.5555555555555556,0,44,0,0,1,1
isha.kumar,Photographer. Traveler. Mom of two.,784,97,14,1086,1,0,0,10,0.0,1,35,0,0,0,0
tusharsingh,Teaching coding to kids.,108,137,30,2196,1,0,0,11,0.0,0,24,0,0,0,0
shop44531,"Best crypto signals, 100% profit",103,25,3,62,0,0,5,9,0.5555555555555556,0,32,0,0,1,1
isha_chauhan,Helping startups grow. Ex-Product Manager.,96,180,67,1587,1,0,0,12,0.0,1,42,0,0,0,0
priya_patel,Engineer. Coffee lover. Building stuff. Loves music,31,195,17,1815,1,0,0,11,0.0,1,51,0,0,0,0
manishsingh,Design enthusiast. Likes cats and coffee. Loves music,88,39,28,2083,1,0,0,11,0.0,0,53,0,0,0,0
amit_kumar,I love programming and hiking.,58,924,82,2817,1,0,0,10,0.0,1,30,0,0,0,0
sara.kumar,Photographer. Traveler. Mom of two.,30,25,131,1242,1,0,0,10,0.0,1,35,0,0,0,0
priya.gupta,Student | CSE | Learning every day,893,117,85,1481,1,0,0,11,0.0,1,34,0,0,1,0
manish_chauhan,Design enthusiast. Likes cats and coffee.,207,239,68,1616,1,0,0,14,0.0,1,41,0,0,0,0
rahulkaushal,Student | CSE | Learning every day,280,64,83,30,1,0,0,12,0.0,0,34,0,0,1,0
tech64325,"Best crypto signals, 100% profit visit my page",33,580,29,1,1,0,5,9,0.5555555555555556,0,46,0,0,1,1
arpita.verma,Helping startups grow. Ex-Product Manager.,2251,377,45,2196,1,0,0,12,0.0,1,42,0,0,0,0
mohitdas,Foodie. Runner. Occasional poet.,65,75,90,1530,1,0,0,8,0.0,0,32,0,0,0,0
news54262,Click link to win free iPhone!!!,95,158,18,256,0,0,5,9,0.5555555555555556,0,32,0,1,0,1
mohit.patel,I love programming and hiking.,99,23,172,1531,1,0,0,11,0.0,1,30,0,0,0,0
sarakaushal,Helping startups grow. Ex-Product Manager.,313,332,22,494,1,0,0,11,0.0,0,42,0,0,0,0
amit.agarwal,Teaching coding to kids. Open to connect,459,1446,285,1820,1,0,0,12,0.0,1,40,0,0,0,0
manishkumar,Foodie. Runner. Occasional poet.,164,262,193,2162,0,0,0,11,0.0,0,32,0,0,0,0
mohit_singh,Student | CSE | Learning every day,299,318,89,1327,1,0,0,11,0.0,1,34,0,0,1,0
arpita.singh,Student | CSE | Learning every day,92,97,2,385,1,0,0,12,0.0,1,34,0,0,1,0
sara_kumar,Photographer. Traveler. Mom of two.,144,330,117,1186,1,0,0,10,0.0,1,35,0,0,0,0
etzphfdpnvgb5398,"Best crypto signals, 100% profit",17,324,10,19,0,0,4,16,0.25,0,32,0,0,1,1
priya.agarwal,Engineer. Coffee lover. Building stuff.,806,8,172,1301,1,0,0,13,0.0,1,39,0,0,0,0
manishverma,I love programming and hiking.,13,138,20,150,1,0,0,11,0.0,0,30,0,0,0,0
arpita.kaushal,Software dev. Open to collaborations.,545,24,108,1582,1,0,0,14,0.0,1,37,0,0,0,0
alex97165,Work from home earn $$$ daily,53,169,5,106,0,0,5,9,0.5555555555555556,0,29,0,0,1,1
dotb5tnn41wc,"Get likes instantly, guaranteed results visit my page",6,706,23,1,1,0,3,12,0.25,0,53,0,0,0,1
anandchauhan,Helping startups grow. Ex-Product Manager.,431,205,498,1289,1,0,0,12,0.0,0,42,0,0,0,0
fgbjonjibnp1694,Work from home earn $$$ daily http://bit.ly/offer,44,181,9,266,0,0,4,15,0.26666666666666666,0,49,1,1,1,1
annasam347,"Get likes instantly, guaranteed results",61,111,3,1,0,0,3,10,0.3,0,39,0,0,0,1
rahulchauhan,I love programming and hiking.,24,486,39,173,1,0,0,12,0.0,0,30,0,0,0,0
